athlete_id,athlete_name,gender,age,country_code,country,continent,year,city,host_country,season,sport,event,medal
3769,David Hall,M,34,POL,Poland,Europe,1952,Helsinki,Finland,Summer,Football,Football,Gold
3770,Ingeborg Moore,F,36,KEN,Kenya,Africa,1994,Lillehammer,Norway,Winter,Luge,Luge Slalom,Silver
3771,Claire Mitchell,F,38,NOR,Norway,Europe,1924,Chamonix,France,Winter,Skiing,Skiing Super-G,Bronze
3772,Sofia Taylor,F,29,KAZ,Kazakhstan,Asia,1908,London,Great Britain,Summer,Weightlifting,53kg,Bronze
3773,Svetlana White,F,39,POL,Poland,Europe,1964,Tokyo,Japan,Summer,Swimming,1500m Freestyle,Bronze
3774,Maria Miller,F,33,UKR,Ukraine,Europe,1948,London,Great Britain,Summer,Athletics,4x100m Relay,Gold
3775,Wei Hall,M,35,BRA,Brazil,South America,1964,Innsbruck,Austria,Winter,Ice Hockey,Ice Hockey Downhill,Silver
3776,Sofia Adams,F,16,ETH,Ethiopia,Africa,1998,Nagano,Japan,Winter,Curling,Curling Mass Start,Bronze
3777,Katarina Baker,F,18,IND,India,Asia,2014,Sochi,Russia,Winter,Cross-Country Skiing,Cross-Country Skiing Individual,Bronze
3778,Olga Lee,F,31,GER,Germany,Europe,1988,Calgary,Canada,Winter,Biathlon,Biathlon Giant Slalom,Gold
3779,Peter Davis,M,26,ESP,Spain,Europe,1928,Amsterdam,Netherlands,Summer,Taekwondo,+80kg,Silver
3780,Diego Rodriguez,M,32,MEX,Mexico,North America,1952,Helsinki,Finland,Summer,Canoe,Canoe Sprint,Bronze
3781,Olga Walker,F,29,FIN,Finland,Europe,1988,Calgary,Canada,Winter,Skeleton,Skeleton Mass Start,Silver
3782,Ingeborg White,F,36,USA,United States,North America,1992,Barcelona,Spain,Summer,Swimming,4x200m Freestyle Relay,Bronze
3783,Mei Davis,F,37,DEN,Denmark,Europe,2022,Beijing,China,Winter,Speed Skating,Speed Skating Pursuit,Silver
3784,Mark Mitchell,M,34,KOR,South Korea,Asia,1968,Grenoble,France,Winter,Ski Jumping,Ski Jumping Sprint,Gold
3785,Peter Lee,M,27,ZIM,Zimbabwe,Africa,1980,Moscow,Russia,Summer,Basketball,Basketball,Bronze
3786,John Rodriguez,M,19,RUS,Russia,Europe,1976,Montreal,Canada,Summer,Tennis,Singles,Bronze
3787,Fatima Martin,F,35,SWE,Sweden,Europe,1948,St. Moritz,Switzerland,Winter,Skeleton,Skeleton Slalom,Bronze
3788,Wei Lee,M,21,IND,India,Asia,1908,London,Great Britain,Summer,Shooting,Skeet,Silver
3789,Carlos Garcia,M,23,BRA,Brazil,South America,1980,Lake Placid,USA,Winter,Bobsled,Bobsled Downhill,Bronze
3790,Nina Lee,F,33,FRA,France,Europe,2008,Beijing,China,Summer,Badminton,Doubles,Silver
3791,Alexei Lee,M,20,KOR,South Korea,Asia,1936,Berlin,Germany,Summer,Canoe,Canoe Slalom,Silver
3792,Chiara Carter,F,31,AZE,Azerbaijan,Europe,1960,Squaw Valley,USA,Winter,Curling,Curling Individual,Silver
3793,Ahmed Hall,M,36,ARG,Argentina,South America,2022,Beijing,China,Winter,Skeleton,Skeleton Super-G,Gold
3794,Peter Allen,M,40,AUT,Austria,Europe,1928,Amsterdam,Netherlands,Summer,Table Tennis,Team,Gold
3795,Michael King,M,25,FIN,Finland,Europe,1948,London,Great Britain,Summer,Rowing,Four,Gold
3796,Marco Lopez,M,24,AUT,Austria,Europe,1948,St. Moritz,Switzerland,Winter,Luge,Luge Slalom,Bronze
3797,John Adams,M,25,UZB,Uzbekistan,Asia,1992,Barcelona,Spain,Summer,Badminton,Mixed Doubles,Silver
3798,Chris Lee,M,31,GBR,Great Britain,Europe,2006,Turin,Italy,Winter,Bobsled,Bobsled Super-G,Bronze
3799,Kim Carter,F,16,ITA,Italy,Europe,2014,Sochi,Russia,Winter,Luge,Luge Individual,Silver
3800,James Davis,M,37,GRE,Greece,Europe,1920,Antwerp,Belgium,Summer,Athletics,400m,Silver
3801,Emma Lopez,F,34,SUI,Switzerland,Europe,2010,Vancouver,Canada,Winter,Skiing,Skiing Downhill,Bronze
3802,Katarina Davis,F,26,MEX,Mexico,North America,1972,Munich,Germany,Summer,Canoe,Canoe Sprint,Silver
3803,Alexei Nelson,M,37,ESP,Spain,Europe,2006,Turin,Italy,Winter,Ice Hockey,Ice Hockey Team,Silver
3804,Ahmed Lopez,M,41,POL,Poland,Europe,1972,Sapporo,Japan,Winter,Luge,Luge Pursuit,Gold
3805,Sofia Moore,F,17,GBR,Great Britain,Europe,1964,Tokyo,Japan,Summer,Volleyball,Beach Volleyball,Gold
3806,Steven Lewis,M,22,KEN,Kenya,Africa,1984,Sarajevo,Yugoslavia,Winter,Curling,Curling Pursuit,Gold
3807,Emma Carter,F,22,GER,Germany,Europe,2012,London,Great Britain,Summer,Rowing,Single Sculls,Silver
3808,Yuki Harris,M,29,ZIM,Zimbabwe,Africa,2024,Paris,France,Summer,Judo,73kg,Silver
3809,Mark Scott,M,38,FIN,Finland,Europe,1976,Innsbruck,Austria,Winter,Nordic Combined,Nordic Combined Downhill,Gold
3810,Sven Harris,M,30,COL,Colombia,South America,1932,Lake Placid,USA,Winter,Nordic Combined,Nordic Combined Individual,Silver
3811,Michael Hill,M,28,ESP,Spain,Europe,2014,Sochi,Russia,Winter,Freestyle Skiing,Freestyle Skiing Downhill,Gold
3812,Chiara Wright,F,23,COL,Colombia,South America,2024,Paris,France,Summer,Fencing,Epee Individual,Bronze
3813,Jessica Davis,F,29,KOR,South Korea,Asia,1948,St. Moritz,Switzerland,Winter,Nordic Combined,Nordic Combined Team,Gold
3814,Mark Anderson,M,18,HUN,Hungary,Europe,2018,PyeongChang,South Korea,Winter,Ice Hockey,Ice Hockey Sprint,Silver
3815,Hans Green,M,34,AUS,Australia,Oceania,1928,St. Moritz,Switzerland,Winter,Ski Jumping,Ski Jumping Downhill,Bronze
3816,Isabella Clark,F,28,GRE,Greece,Europe,2018,PyeongChang,South Korea,Winter,Ice Hockey,Ice Hockey Super-G,Silver
3817,Kim Thomas,F,38,RSA,South Africa,Africa,1948,St. Moritz,Switzerland,Winter,Freestyle Skiing,Freestyle Skiing Mass Start,Silver
3818,Anna Scott,F,18,KEN,Kenya,Africa,2002,Salt Lake City,USA,Winter,Cross-Country Skiing,Cross-Country Skiing Super-G,Gold
3819,Kim Walker,F,18,COL,Colombia,South America,2018,PyeongChang,South Korea,Winter,Ski Jumping,Ski Jumping Giant Slalom,Silver
3820,Emma White,F,20,AZE,Azerbaijan,Europe,1932,Lake Placid,USA,Winter,Curling,Curling Individual,Bronze
3821,Marco Young,M,30,UZB,Uzbekistan,Asia,2020,Tokyo,Japan,Summer,Archery,Individual Recurve,Bronze
3822,Fatima Walker,F,18,KEN,Kenya,Africa,1956,Melbourne,Australia,Summer,Weightlifting,48kg,Bronze
3823,Aisha Martin,F,37,GER,Germany,Europe,1924,Chamonix,France,Winter,Ice Hockey,Ice Hockey Individual,Gold
3824,Thomas Hernandez,M,19,RUS,Russia,Europe,1948,London,Great Britain,Summer,Fencing,Sabre Individual,Gold
3825,Ivan Wright,M,16,USA,United States,North America,1984,Sarajevo,Yugoslavia,Winter,Figure Skating,Figure Skating Downhill,Silver
3826,Sven Wright,M,29,GBR,Great Britain,Europe,1952,Oslo,Norway,Winter,Skeleton,Skeleton Slalom,Silver
3827,Chiara Carter,F,20,SUI,Switzerland,Europe,1920,Antwerp,Belgium,Summer,Archery,Team Recurve,Silver
3828,Lisa Allen,F,38,POR,Portugal,Europe,1896,Athens,Greece,Summer,Badminton,Doubles,Gold
3829,Aisha Scott,F,33,GBR,Great Britain,Europe,1920,Antwerp,Belgium,Summer,Badminton,Singles,Silver
3830,Steven Anderson,M,17,USA,United States,North America,1988,Seoul,South Korea,Summer,Swimming,200m Breaststroke,Silver
3831,Claire Davis,F,30,FRA,France,Europe,2024,Paris,France,Summer,Judo,63kg,Bronze
3832,Katarina Harris,F,38,GBR,Great Britain,Europe,1994,Lillehammer,Norway,Winter,Biathlon,Biathlon Downhill,Bronze
3833,Marco Lopez,M,34,BRA,Brazil,South America,2002,Salt Lake City,USA,Winter,Skiing,Skiing Downhill,Bronze
3834,Anna Carter,F,37,JPN,Japan,Asia,1896,Athens,Greece,Summer,Cycling,Team Sprint,Silver
3835,Wei Adams,M,39,CZE,Czech Republic,Europe,2002,Salt Lake City,USA,Winter,Skiing,Skiing Team,Bronze
3836,Yuki King,M,34,IRN,Iran,Asia,1920,Antwerp,Belgium,Summer,Rowing,Lightweight Double Sculls,Gold
3837,Lisa Carter,F,23,ITA,Italy,Europe,1976,Montreal,Canada,Summer,Shooting,25m Pistol,Gold
3838,Michael Moore,M,28,UKR,Ukraine,Europe,1996,Atlanta,USA,Summer,Basketball,Basketball,Gold
3839,Fatima Hill,F,27,CZE,Czech Republic,Europe,1924,Paris,France,Summer,Football,Football,Gold
3840,Yuna Hill,F,33,HUN,Hungary,Europe,1928,Amsterdam,Netherlands,Summer,Canoe,Canoe Sprint,Silver
3841,Sofia Martin,F,27,USA,United States,North America,1932,Lake Placid,USA,Winter,Freestyle Skiing,Freestyle Skiing Team,Silver
3842,Kim Lewis,F,34,GBR,Great Britain,Europe,2024,Paris,France,Summer,Gymnastics,Team,Gold
3843,Alexei Martin,M,20,KAZ,Kazakhstan,Asia,1900,Paris,France,Summer,Boxing,52kg,Gold
3844,Jessica Johnson,F,34,SVK,Slovakia,Europe,1912,Stockholm,Sweden,Summer,Taekwondo,57kg,Gold
3845,Lisa Lopez,F,31,FRA,France,Europe,1960,Rome,Italy,Summer,Canoe,Canoe Slalom,Bronze
3846,Sofia Brown,F,32,POL,Poland,Europe,1900,Paris,France,Summer,Rowing,Single Sculls,Bronze
3847,Nina Miller,F,16,GBR,Great Britain,Europe,1956,Melbourne,Australia,Summer,Gymnastics,Rings,Silver
3848,Yuna Hernandez,F,22,AUT,Austria,Europe,1948,St. Moritz,Switzerland,Winter,Curling,Curling Pursuit,Silver
3849,Ingrid King,F,40,CZE,Czech Republic,Europe,1988,Seoul,South Korea,Summer,Shooting,10m Air Pistol,Silver
3850,Yuna Robinson,F,24,USA,United States,North America,2000,Sydney,Australia,Summer,Football,Football,Silver
3851,Darius Wright,M,18,AZE,Azerbaijan,Europe,1998,Nagano,Japan,Winter,Cross-Country Skiing,Cross-Country Skiing Slalom,Gold
3852,Lucia Hernandez,F,34,NED,Netherlands,Europe,1904,St. Louis,USA,Summer,Cycling,Keirin,Silver
3853,Michael Robinson,M,40,UKR,Ukraine,Europe,2012,London,Great Britain,Summer,Badminton,Doubles,Bronze
3854,Sofia White,F,38,SVK,Slovakia,Europe,1952,Helsinki,Finland,Summer,Archery,Individual Recurve,Gold
3855,Chris Anderson,M,26,RSA,South Africa,Africa,1984,Sarajevo,Yugoslavia,Winter,Biathlon,Biathlon Super-G,Silver
3856,Ingeborg Robinson,F,34,SVK,Slovakia,Europe,1906,Athens,Greece,Summer,Tennis,Mixed Doubles,Silver
3857,Hans Baker,M,17,FRA,France,Europe,1968,Grenoble,France,Winter,Cross-Country Skiing,Cross-Country Skiing Team,Silver
3858,Nina King,F,29,KOR,South Korea,Asia,1968,Mexico City,Mexico,Summer,Judo,48kg,Gold
3859,Sven Baker,M,28,KOR,South Korea,Asia,1980,Lake Placid,USA,Winter,Snowboard,Snowboard Slalom,Gold
3860,Peter Nelson,M,40,KEN,Kenya,Africa,1952,Oslo,Norway,Winter,Curling,Curling Super-G,Gold
3861,Olga Allen,F,32,AZE,Azerbaijan,Europe,1992,Albertville,France,Winter,Curling,Curling Mass Start,Gold
3862,Lars Allen,M,36,SVK,Slovakia,Europe,2022,Beijing,China,Winter,Luge,Luge Downhill,Gold
3863,Lauren Hernandez,F,17,BEL,Belgium,Europe,1936,Berlin,Germany,Summer,Table Tennis,Singles,Silver
3864,Isabella White,F,17,ESP,Spain,Europe,1976,Montreal,Canada,Summer,Tennis,Mixed Doubles,Bronze
3865,Mei King,F,23,KOR,South Korea,Asia,1988,Calgary,Canada,Winter,Cross-Country Skiing,Cross-Country Skiing Downhill,Bronze
3866,Pierre Martin,M,17,COL,Colombia,South America,1932,Los Angeles,USA,Summer,Tennis,Singles,Silver
3867,James Allen,M,37,NED,Netherlands,Europe,1924,Paris,France,Summer,Wrestling,Greco-Roman 87kg,Bronze
3868,Peter Martin,M,23,HUN,Hungary,Europe,1998,Nagano,Japan,Winter,Ice Hockey,Ice Hockey Mass Start,Gold
3869,Ingrid Smith,F,24,SWE,Sweden,Europe,2016,Rio de Janeiro,Brazil,Summer,Wrestling,Freestyle 86kg,Silver
3870,Michael Hall,M,37,BRA,Brazil,South America,2020,Tokyo,Japan,Summer,Athletics,Pole Vault,Bronze
3871,Rebecca Hall,F,30,HUN,Hungary,Europe,1960,Squaw Valley,USA,Winter,Freestyle Skiing,Freestyle Skiing Sprint,Silver
3872,Carlos Martin,M,32,AUS,Australia,Oceania,2014,Sochi,Russia,Winter,Ice Hockey,Ice Hockey Mass Start,Silver
3873,Fatima Scott,F,24,GBR,Great Britain,Europe,2006,Turin,Italy,Winter,Cross-Country Skiing,Cross-Country Skiing Individual,Bronze
3874,John Nelson,M,19,UKR,Ukraine,Europe,1960,Rome,Italy,Summer,Judo,52kg,Bronze
3875,Wei Robinson,M,27,BRA,Brazil,South America,2012,London,Great Britain,Summer,Table Tennis,Singles,Gold
3876,Olga Rodriguez,F,20,KEN,Kenya,Africa,1984,Los Angeles,USA,Summer,Athletics,3000m Steeplechase,Gold
3877,Ingrid Smith,F,33,CZE,Czech Republic,Europe,1976,Innsbruck,Austria,Winter,Curling,Curling Downhill,Bronze
3878,Steven Jones,M,19,JPN,Japan,Asia,1932,Los Angeles,USA,Summer,Swimming,200m Backstroke,Silver
3879,Kim Nelson,F,29,JAM,Jamaica,North America,1904,St. Louis,USA,Summer,Gymnastics,Uneven Bars,Bronze
3880,Aisha Lopez,F,21,ROM,Romania,Europe,2000,Sydney,Australia,Summer,Wrestling,Greco-Roman 87kg,Gold
3881,Lucia Thomas,F,41,ZIM,Zimbabwe,Africa,2020,Tokyo,Japan,Summer,Gymnastics,Parallel Bars,Bronze
3882,Claire Wilson,F,25,ROM,Romania,Europe,2020,Tokyo,Japan,Summer,Weightlifting,+105kg,Silver
3883,Michael Smith,M,31,NED,Netherlands,Europe,1896,Athens,Greece,Summer,Cycling,Keirin,Silver
3884,Lisa Taylor,F,37,ZIM,Zimbabwe,Africa,1912,Stockholm,Sweden,Summer,Swimming,1500m Freestyle,Gold
3885,Olga Garcia,F,25,KAZ,Kazakhstan,Asia,1928,Amsterdam,Netherlands,Summer,Boxing,49kg,Gold
3886,Lars Jones,M,37,NGR,Nigeria,Africa,1968,Mexico City,Mexico,Summer,Shooting,Skeet,Gold
3887,Svetlana Smith,F,26,JPN,Japan,Asia,1952,Helsinki,Finland,Summer,Basketball,3x3 Basketball,Gold
3888,Fatima Anderson,F,24,AZE,Azerbaijan,Europe,1960,Squaw Valley,USA,Winter,Ice Hockey,Ice Hockey Downhill,Gold
3889,Isabella Rodriguez,F,33,RUS,Russia,Europe,1936,Garmisch,Germany,Winter,Cross-Country Skiing,Cross-Country Skiing Downhill,Silver
3890,Wei Hill,M,34,HUN,Hungary,Europe,2010,Vancouver,Canada,Winter,Curling,Curling Pursuit,Silver
3891,Ingeborg Johnson,F,33,NOR,Norway,Europe,1928,Amsterdam,Netherlands,Summer,Cycling,BMX Freestyle,Silver
3892,David Hall,M,23,GBR,Great Britain,Europe,1906,Athens,Greece,Summer,Gymnastics,Parallel Bars,Silver
3893,Darius King,M,35,UKR,Ukraine,Europe,1908,London,Great Britain,Summer,Shooting,Skeet,Gold
3894,Lauren Wright,F,31,FRA,France,Europe,1920,Antwerp,Belgium,Summer,Volleyball,Volleyball,Bronze
3895,David Williams,M,34,POL,Poland,Europe,1924,Chamonix,France,Winter,Skiing,Skiing Sprint,Gold
3896,Yuna Harris,F,20,CZE,Czech Republic,Europe,2024,Paris,France,Summer,Archery,Team Recurve,Bronze
3897,Hans Nelson,M,40,KEN,Kenya,Africa,1928,Amsterdam,Netherlands,Summer,Taekwondo,73kg,Silver
3898,Anna Jones,F,26,UKR,Ukraine,Europe,1980,Lake Placid,USA,Winter,Ice Hockey,Ice Hockey Team,Silver
3899,Elena Smith,F,35,AUS,Australia,Oceania,2022,Beijing,China,Winter,Figure Skating,Figure Skating Slalom,Silver
3900,Chris Thomas,M,41,UZB,Uzbekistan,Asia,1960,Rome,Italy,Summer,Tennis,Doubles,Silver
3901,Ingrid Moore,F,21,SVK,Slovakia,Europe,1988,Seoul,South Korea,Summer,Tennis,Singles,Silver
3902,Robert Thomas,M,38,IRN,Iran,Asia,1992,Albertville,France,Winter,Biathlon,Biathlon Giant Slalom,Silver
3903,Darius Young,M,40,FIN,Finland,Europe,1998,Nagano,Japan,Winter,Snowboard,Snowboard Slalom,Bronze
3904,Kim Robinson,F,25,CAN,Canada,North America,2016,Rio de Janeiro,Brazil,Summer,Tennis,Doubles,Gold
3905,Mei Anderson,F,32,GRE,Greece,Europe,1996,Atlanta,USA,Summer,Fencing,Sabre Individual,Bronze
3906,Isabella Robinson,F,28,ITA,Italy,Europe,1964,Innsbruck,Austria,Winter,Bobsled,Bobsled Slalom,Gold
3907,Steven Garcia,M,40,ROM,Romania,Europe,1984,Los Angeles,USA,Summer,Swimming,1500m Freestyle,Bronze
3908,Jessica Allen,F,31,JPN,Japan,Asia,1998,Nagano,Japan,Winter,Skiing,Skiing Mass Start,Gold
3909,Lars Lewis,M,29,USA,United States,North America,1996,Atlanta,USA,Summer,Athletics,20km Walk,Silver
3910,Ingrid Walker,F,21,JPN,Japan,Asia,1936,Garmisch,Germany,Winter,Skeleton,Skeleton Downhill,Bronze
3911,Lauren Taylor,F,24,JPN,Japan,Asia,2014,Sochi,Russia,Winter,Nordic Combined,Nordic Combined Sprint,Gold
3912,Mark Brown,M,38,RUS,Russia,Europe,1936,Garmisch,Germany,Winter,Luge,Luge Pursuit,Gold
3913,Lars Wilson,M,19,SUI,Switzerland,Europe,2002,Salt Lake City,USA,Winter,Bobsled,Bobsled Sprint,Silver
3914,Lucia Baker,F,26,CUB,Cuba,North America,1932,Los Angeles,USA,Summer,Boxing,75kg,Gold
3915,Carlos Mitchell,M,22,GBR,Great Britain,Europe,1896,Athens,Greece,Summer,Gymnastics,Balance Beam,Bronze
3916,Mohammed Green,M,21,ZIM,Zimbabwe,Africa,2010,Vancouver,Canada,Winter,Speed Skating,Speed Skating Slalom,Bronze
3917,Mei Wright,F,38,BEL,Belgium,Europe,1948,London,Great Britain,Summer,Fencing,Epee Team,Gold
3918,Diego Anderson,M,29,CAN,Canada,North America,1960,Squaw Valley,USA,Winter,Figure Skating,Figure Skating Individual,Bronze
3919,Sarah Williams,F,26,CUB,Cuba,North America,1956,Melbourne,Australia,Summer,Tennis,Mixed Doubles,Bronze
3920,Darius Brown,M,38,ROM,Romania,Europe,1932,Lake Placid,USA,Winter,Ice Hockey,Ice Hockey Individual,Silver
3921,Maria Hernandez,F,25,GER,Germany,Europe,1956,Melbourne,Australia,Summer,Tennis,Doubles,Bronze
3922,Emma Martinez,F,37,JAM,Jamaica,North America,1980,Moscow,Russia,Summer,Cycling,Omnium,Gold
3923,Maria Brown,F,35,NZL,New Zealand,Oceania,1998,Nagano,Japan,Winter,Figure Skating,Figure Skating Team,Bronze
3924,Peter Robinson,M,35,KEN,Kenya,Africa,1972,Munich,Germany,Summer,Tennis,Doubles,Gold
3925,Carlos White,M,24,SVK,Slovakia,Europe,2002,Salt Lake City,USA,Winter,Snowboard,Snowboard Downhill,Bronze
3926,Aisha Wright,F,21,UZB,Uzbekistan,Asia,2014,Sochi,Russia,Winter,Freestyle Skiing,Freestyle Skiing Sprint,Bronze
3927,Ivan Davis,M,23,SUI,Switzerland,Europe,2004,Athens,Greece,Summer,Cycling,Omnium,Gold
3928,Thomas Harris,M,17,KEN,Kenya,Africa,1948,London,Great Britain,Summer,Athletics,Shot Put,Silver
3929,Svetlana Baker,F,16,IRN,Iran,Asia,1956,Melbourne,Australia,Summer,Weightlifting,69kg,Bronze
3930,Steven Lewis,M,23,CAN,Canada,North America,1964,Tokyo,Japan,Summer,Rowing,Lightweight Four,Gold
3931,David Clark,M,23,RUS,Russia,Europe,1956,Cortina,Italy,Winter,Biathlon,Biathlon Downhill,Gold
3932,Rebecca Lopez,F,26,ESP,Spain,Europe,2020,Tokyo,Japan,Summer,Athletics,Shot Put,Gold
3933,David Taylor,M,24,AUT,Austria,Europe,2018,PyeongChang,South Korea,Winter,Snowboard,Snowboard Mass Start,Bronze
3934,Wei Miller,M,27,JPN,Japan,Asia,2020,Tokyo,Japan,Summer,Judo,100kg,Gold
3935,Aisha Jones,F,40,GBR,Great Britain,Europe,1956,Cortina,Italy,Winter,Figure Skating,Figure Skating Giant Slalom,Bronze
3936,Chiara Harris,F,38,CHN,China,Asia,1912,Stockholm,Sweden,Summer,Cycling,Omnium,Bronze
3937,Nina Lopez,F,19,GER,Germany,Europe,2004,Athens,Greece,Summer,Judo,57kg,Silver
3938,Yuna Thomas,F,41,NZL,New Zealand,Oceania,1960,Squaw Valley,USA,Winter,Skeleton,Skeleton Team,Bronze
3939,Chiara Allen,F,19,CHN,China,Asia,1996,Atlanta,USA,Summer,Wrestling,Freestyle 97kg,Gold
3940,Lucia Martin,F,38,IRN,Iran,Asia,2024,Paris,France,Summer,Gymnastics,Rhythmic Gymnastics,Silver
3941,Nina Williams,F,18,SUI,Switzerland,Europe,1924,Chamonix,France,Winter,Skiing,Skiing Individual,Silver
3942,Olga Allen,F,32,COL,Colombia,South America,1928,Amsterdam,Netherlands,Summer,Swimming,100m Butterfly,Bronze
3943,Peter Young,M,37,ZIM,Zimbabwe,Africa,1972,Sapporo,Japan,Winter,Skeleton,Skeleton Team,Gold
3944,Chris Allen,M,18,FRA,France,Europe,1980,Lake Placid,USA,Winter,Skiing,Skiing Individual,Bronze
3945,Kwame White,M,33,NGR,Nigeria,Africa,1920,Antwerp,Belgium,Summer,Swimming,100m Backstroke,Gold
3946,Ivan Wilson,M,33,RSA,South Africa,Africa,1952,Helsinki,Finland,Summer,Basketball,Basketball,Silver
3947,Sven Lewis,M,32,POL,Poland,Europe,1980,Lake Placid,USA,Winter,Skeleton,Skeleton Giant Slalom,Silver
3948,Mohammed Walker,M,37,AUT,Austria,Europe,1992,Albertville,France,Winter,Skiing,Skiing Super-G,Silver
3949,Aisha Williams,F,21,RSA,South Africa,Africa,1968,Mexico City,Mexico,Summer,Archery,Team Recurve,Gold
3950,Darius Adams,M,39,CAN,Canada,North America,1976,Innsbruck,Austria,Winter,Ice Hockey,Ice Hockey Slalom,Gold
3951,Peter King,M,36,FIN,Finland,Europe,2002,Salt Lake City,USA,Winter,Freestyle Skiing,Freestyle Skiing Mass Start,Gold
3952,Yuna Smith,F,32,CHN,China,Asia,1960,Squaw Valley,USA,Winter,Luge,Luge Mass Start,Bronze
3953,Isabella Carter,F,32,TUR,Turkey,Asia,1936,Garmisch,Germany,Winter,Skiing,Skiing Downhill,Bronze
3954,Rebecca White,F,35,KOR,South Korea,Asia,1996,Atlanta,USA,Summer,Taekwondo,57kg,Silver
3955,Yuki Scott,M,29,USA,United States,North America,1976,Montreal,Canada,Summer,Gymnastics,Parallel Bars,Bronze
3956,Carlos Lopez,M,33,ESP,Spain,Europe,2008,Beijing,China,Summer,Football,Football,Gold
3957,Olga Carter,F,17,POL,Poland,Europe,1912,Stockholm,Sweden,Summer,Football,Football,Silver
3958,Robert Hill,M,40,ZIM,Zimbabwe,Africa,2020,Tokyo,Japan,Summer,Basketball,Basketball,Gold
3959,Marco Williams,M,16,SVK,Slovakia,Europe,1996,Atlanta,USA,Summer,Tennis,Singles,Gold
3960,Kim Martin,F,40,DEN,Denmark,Europe,1960,Squaw Valley,USA,Winter,Curling,Curling Super-G,Silver
3961,Peter Davis,M,37,CUB,Cuba,North America,2006,Turin,Italy,Winter,Skeleton,Skeleton Slalom,Silver
3962,John Lee,M,29,FRA,France,Europe,1980,Moscow,Russia,Summer,Archery,Team Compound,Silver
3963,David Thompson,M,19,KOR,South Korea,Asia,1988,Seoul,South Korea,Summer,Badminton,Mixed Doubles,Bronze
3964,Sarah Brown,F,26,ETH,Ethiopia,Africa,1906,Athens,Greece,Summer,Wrestling,Freestyle 125kg,Silver
3965,Mohammed Nelson,M,37,ARG,Argentina,South America,1952,Oslo,Norway,Winter,Snowboard,Snowboard Individual,Bronze
3966,Aisha Hill,F,23,NZL,New Zealand,Oceania,2022,Beijing,China,Winter,Figure Skating,Figure Skating Slalom,Silver
3967,Sarah Jackson,F,22,FRA,France,Europe,1924,Chamonix,France,Winter,Speed Skating,Speed Skating Downhill,Silver
3968,Michael Nelson,M,16,COL,Colombia,South America,1948,London,Great Britain,Summer,Table Tennis,Singles,Gold
3969,Yuna Smith,F,35,CAN,Canada,North America,1952,Oslo,Norway,Winter,Figure Skating,Figure Skating Super-G,Silver
3970,Fatima Allen,F,26,FIN,Finland,Europe,2004,Athens,Greece,Summer,Shooting,10m Air Pistol,Silver
3971,John Scott,M,27,UZB,Uzbekistan,Asia,1928,Amsterdam,Netherlands,Summer,Table Tennis,Team,Bronze
3972,Sofia Clark,F,20,KOR,South Korea,Asia,2018,PyeongChang,South Korea,Winter,Luge,Luge Sprint,Bronze
3973,Chris Williams,M,23,USA,United States,North America,1968,Mexico City,Mexico,Summer,Swimming,50m Freestyle,Silver
3974,Wei Miller,M,21,FIN,Finland,Europe,1964,Innsbruck,Austria,Winter,Nordic Combined,Nordic Combined Slalom,Bronze
3975,Darius Anderson,M,32,BRA,Brazil,South America,1964,Tokyo,Japan,Summer,Table Tennis,Singles,Bronze
3976,Emma Green,F,29,BEL,Belgium,Europe,1896,Athens,Greece,Summer,Fencing,Foil Individual,Gold
3977,Fatima Lopez,F,40,NGR,Nigeria,Africa,2024,Paris,France,Summer,Boxing,60kg,Bronze
